"ID","City","State",,,,,"States - Other"
"[751] =","Patan","Gujarat - Other","Rajasthan",,,,
"[2324] =","Pathalgaon","Chhattisgarh - Other",,,,,
"[2325] =","Pathalipaher","All over India",,,,,
"[169] =","Pathankot","Punjab - Other",,,,,
"[2327] =","Pathargama","Jharkhand - Other",,,,,
"[2328] =","Pathariya","Chhattisgarh - Other",,,,,
"[170] =","Patiala Punjab - Other","Punjab - Other",,,,,
"[2330] =","Patna City","Bihar - Other",,,,,
"[2331] =","Patna Saheb","Bihar - Other",,,,,
"[2329] =","Patnacity","Bihar - Other",,,,,
"[2332] =","Patoda","Maharashtra - Other",,,,,
"[2333] =","Pattukottai","Tamil Nadu - Other",,,,,
"[2334] =","Patur","Maharashtra - Other",,,,,
"[2335] =","Pauni","Chhattisgarh - Other",,,,,
"[10233] =","pauri","Uttarakhand - Other",,,,,
"[2336] =","Pauri Garhwal","Uttarakhand - Other",,,,,
"[2337] =","Pavagada","Karnataka - Other",,,,,
"[2338] =","Pawapuri","Bihar - Other",,,,,
"[2339] =","Payakaraopeta","Andhra Pradesh - Other",,,,,
"[2340] =","Pedapadu","Andhra Pradesh - Other",,,,,
"[2341] =","Peddapalli","Andhra Pradesh - Other",,,,,
"[2342] =","Peddapuram","Andhra Pradesh - Other",,,,,
"[2343] =","Pendra","Chhattisgarh - Other",,,,,
"[2344] =","Pentapadu","Andhra Pradesh - Other",,,,,
"[2345] =","Penutgonda","Andhra Pradesh - Other",,,,,
"[1075] =","Perambalur","Tamil Nadu - Other",,,,,
"[2346] =","Peravurani","Tamil Nadu - Other",,,,,
"[2347] =","Periyakulam","Tamil Nadu - Other",,,,,
"[1024] =","Periyar","Tamil Nadu - Other",,,,,
"[2348] =","Pernem Goa","Goa - Other",,,,,
"[2349] =","Perundurai","Tamil Nadu - Other",,,,,
"[2350] =","Perungalathur","Tamil Nadu - Other",,,,,
"[2351] =","Peth Vadgaon","Maharashtra - Other",,,,,
"[2352] =","Phaltan","Maharashtra - Other",,,,,
"[2353] =","Phek","Manipur - Other",,,,,
"[2354] =","Phoop","All over India",,,,,
"[2355] =","Phulbani","Orissa - Other",,,,,
"[2356] =","Phusro","Jharkhand - Other",,,,,
"[2357] =","Pidimigoyyi","All over India",,,,,
"[279] =","Pilani","Rajasthan - Other",,,,,
"[2358] =","Piler","Andhra Pradesh - Other",,,,,
"[889] =","Pilibhit","Uttar Pradesh - Other",,,,,
"[2359] =","Pilliyayanmanai","All over India",,,,,
"[2360] =","Pilvai","Gujarat - Other",,,,,
"[2361] =","Pimpalner","Maharashtra - Other",,,,,
"[855] =","Pimpri","Maharashtra - Other",,,,,
"[2362] =","Pinjar","Maharashtra - Other",,,,,
"[2363] =","Pipariya","Chhattisgarh - Other",,,,,
"[2364] =","Piptur","All over India",,,,,
"[2365] =","Pithapuram","Andhra Pradesh - Other",,,,,
"[904] =","Pithoragarh","Uttarakhand - Other",,,,,
"[2366] =","Podagatiapalle","All over India",,,,,
"[2367] =","Polancha","Andhra Pradesh - Other",,,,,
"[1066] =","Pollachi","Tamil Nadu - Other",,,,,
"[2369] =","Ponneri","Tamil Nadu - Other",,,,,
"[2370] =","Poon","All over India",,,,,
"[2371] =","Poonch","Jammu & Kashmir - Other",,,,,
"[2372] =","Porayar","Tamil Nadu - Other",,,,,
"[173] =","Porbandar","Gujarat - Other",,,,,
"[2373] =","Port Blair","Andaman Nicobar Islands - Other",,,,,
"[2374] =","Porumamilla","Andhra Pradesh - Other",,,,,
"[2375] =","Porur","Tamil Nadu - Other",,,,,
"[2376] =","Potheri","Tamil Nadu - Other",,,,,
"[718] =","Prakasam","Andhra Pradesh - Other",,,,,
"[2377] =","Prakkilanka","All over India",,,,,
"[2378] =","Prantij","Gujarat - Other",,,,,
"[2379] =","Pratapgarh","Rajasthan - Other","Tripura",,,,
"[2380] =","Pratapgarh City","All over India",,,,,
"[2381] =","Pratappur","Maharashtra - Other",,,,,
"[2382] =","Prattipadu","Andhra Pradesh - Other",,,,,
"[2383] =","Proddatur","Andhra Pradesh - Other",,,,,
"[2384] =","Pudukkottai","Tamil Nadu - Other",,,,,
"[869] =","Pudukottai","Tamil Nadu - Other",,,,,
"[2385] =","Pulgaon","Maharashtra - Other",,,,,
"[2386] =","Pulwama","Jammu & Kashmir - Other",,,,,
"[2387] =","Punganur","Tamil Nadu - Other",,,,,
"[2388] =","Puranigudam","Assam - Other",,,,,
"[2389] =","Purigalli","All over India",,,,,
"[2390] =","Purnea","Bihar - Other",,,,,
"[2391] =","Purola","Uttarakhand - Other",,,,,
"[2392] =","Purulia","West Bengal - Other",,,,,
"[2393] =","Pusa","Bihar - Other",,,,,
"[1025] =","Pusad","Maharashtra - Other",,,,,
"[2394] =","Pusapatirega","Andhra Pradesh - Other",,,,,
"[2395] =","Puthanampatti","All over India",,,,,
"[2396] =","Puttur","Andhra Pradesh - Other",,,,,
"[2397] =","Quepem","Goa - Other",,,,,
"[2398] =","Rabakavi","Karnataka - Other",,,,,
"[2399] =","Radhanpur","Gujarat - Other",,,,,
"[2400] =","Rae Bareli","Uttar Pradesh - Other",,,,,
"[2401] =","Rafiganj","Bihar - Other",,,,,
"[1026] =","Raha","Assam - Other",,,,,
"[2402] =","Rahod","All over India",,,,,
"[2403] =","Rahuri","Maharashtra - Other",,,,,
"[2404] =","Raibag","Karnataka - Other",,,,,
"[2405] =","Raigarh","Chhattisgarh - Other",,,,,
"[2406] =","Raisen","Madhya Pradesh - Other",,,,,
"[2407] =","Raisingh Nagar","Rajasthan - Other",,,,,
"[826] =","Raja","All over India",,,,,
"[177] =","Rajahmundry","Andhra Pradesh - Other",,,,,
"[2408] =","Rajam","Andhra Pradesh - Other",,,,,
"[2409] =","Rajampet","Andhra Pradesh - Other",,,,,
"[2410] =","Rajdhanwar","Jharkhand - Other",,,,,
"[2411] =","Rajendranagar","Andhra Pradesh - Other",,,,,
"[2412] =","Rajendrapuram","All over India",,,,,
"[2413] =","Rajgad","Maharashtra - Other",,,,,
"[2414] =","Rajganj","Jharkhand - Other",,,,,
"[2415] =","Rajgarh","Madhya Pradesh - Other","Punjab",,,,
"[2416] =","Rajim","Chhattisgarh - Other",,,,,
"[2417] =","Rajmahal","Jharkhand - Other",,,,,
"[2418] =","Rajnagar","Orissa - Other",,,,,
"[2419] =","Rajnandgaon","Chhattisgarh - Other",,,,,
"[2420] =","Rajouri","Jammu & Kashmir - Other",,,,,
"[2421] =","Rajpipla","Gujarat - Other",,,,,
"[2422] =","Rajsamand","Rajasthan - Other",,,,,
"[2423] =","Rajura","Maharashtra - Other",,,,,
"[2424] =","Ralegaon","Maharashtra - Other",,,,,
"[2425] =","Ramachandrapuram","Andhra Pradesh - Other",,,,,
"[2426] =","Ramadurg","Karnataka - Other",,,,,
"[2427] =","Ramagire","Andhra Pradesh - Other",,,,,
"[2428] =","Ramakrishnapur","Andhra Pradesh - Other",,,,,
"[2429] =","Ramanagar","Maharashtra - Other",,,,,
"[2430] =","Ramanagara","Karnataka - Other",,,,,
"[2431] =","Ramanagaram","Karnataka - Other",,,,,
"[2432] =","Ramananapet","Andhra Pradesh - Other",,,,,
"[2433] =","Ramanandnagar","Maharashtra - Other",,,,,
"[2434] =","Ramanathapuram","Tamil Nadu - Other",,,,,
"[2435] =","Ramanathpuram","All over India",,,,,
"[2436] =","Ramatola","All over India",,,,,
"[2437] =","Ramgarh","Jharkhand - Other","Punjab",,,,
"[2438] =","Ramnagar","Uttarakhand - Other","Karnataka",,,,
"[2439] =","Rampachodavaram","Andhra Pradesh - Other",,,,,
"[2440] =","Rampur","Uttar Pradesh - Other",,,,,
"[2441] =","Rampura","Rajasthan - Other","Madhya Pradesh",,,,
"[2442] =","Ramtek","Maharashtra - Other",,,,,
"[2443] =","Ramunujganj","All over India",,,,,
"[2444] =","Randheja","Gujarat - Other",,,,,
"[1027] =","Ranebennur","Karnataka - Other",,,,,
"[1028] =","Rangapara","Assam - Other",,,,,
"[1029] =","Rangia","Assam - Other",,,,,
"[2445] =","Raniganj","Bihar - Other",,,,,
"[2446] =","Ranipur Mau","Karnataka - Other",,,,,
"[2447] =","Ranishwar","All over India",,,,,
"[2448] =","Ratanpur","Chhattisgarh - Other","Maharashtra","Uttar Pradesh",,,
"[2449] =","Ratlam","Madhya Pradesh - Other",,,,,
"[1030] =","Ratnagiri","Maharashtra - Other",,,,,
"[2450] =","Rattihalli","Karnataka - Other",,,,,
"[2451] =","Raver","Maharashtra - Other",,,,,
"[2452] =","Ravulapalem","Andhra Pradesh - Other",,,,,
"[2453] =","Raxaul","Bihar - Other",,,,,
"[2454] =","Rayachoty","Andhra Pradesh - Other",,,,,
"[2455] =","Rayagada","Orissa - Other",,,,,
"[1031] =","Rayavaram","Andhra Pradesh - Other",,,,,
"[2456] =","Razole","Andhra Pradesh - Other",,,,,
"[2457] =","Razole Mandal","Karnataka - Other",,,,,
"[773] =","Rewa","Madhya Pradesh - Other",,,,,
"[2458] =","Rewari","Haryana - Other",,,,,
"[2459] =","Ribandar","Goa - Other",,,,,
"[2460] =","Risod","Maharashtra - Other",,,,,
"[2461] =","Robersonpet","Karnataka - Other",,,,,
"[2462] =","Rohika","All over India",,,,,
"[2463] =","Rohtas","Bihar - Other",,,,,
"[2464] =","Ropar","Punjab - Other",,,,,
"[2465] =","Rosera","Bihar - Other",,,,,
"[10219] =","rourklela","Orissa - Other",,,,,
"[2466] =","Sabarkantha","Gujarat - Other",,,,,
"[2467] =","Sabroom","Tripura - Other",,,,,
"[2468] =","Sadak Arjuni","All over India",,,,,
"[2469] =","Sadashivagad","Karnataka - Other",,,,,
"[2470] =","Sadasivapet","Andhra Pradesh - Other",,,,,
"[2471] =","Sadat","Uttar Pradesh - Other",,,,,
"[2472] =","Sadiya","Assam - Other",,,,,
"[2473] =","Sadra","Rajasthan - Other",,,,,
"[2474] =","Sadulpur","Rajasthan - Other",,,,,
"[10177] =","Safidon","Haryana - Other",,,,,
"[754] =","Sagar","All over India",,,,,
"[2475] =","Sagar Road","Andhra Pradesh - Other",,,,,
"[2476] =","Sahada","All over India",,,,,
"[2477] =","Saharsa","Bihar - Other",,,,,
"[985] =","Sahib","Gujarat - Other",,,,,
"[2478] =","Sahibabad","Uttar Pradesh - Other",,,,,
"[2479] =","Sahibganj","Jharkhand - Other",,,,,
"[2480] =","Sahpur","Gujarat - Other",,,,,
"[2481] =","Sahshpurlohara","All over India",,,,,
"[2482] =","Sahugarh","Tamil Nadu - Other",,,,,
"[2483] =","Saidapet Taluk","Tamil Nadu - Other",,,,,
"[2484] =","Saiha","Mizoram - Other",,,,,
"[2485] =","Saja","Chhattisgarh - Other",,,,,
"[2486] =","Sakaleshpur","Karnataka - Other",,,,,
"[2487] =","Sakegaon","Maharashtra - Other",,,,,
"[2488] =","Sakoli","Maharashtra - Other",,,,,
"[2489] =","Sakra","Haryana - Other",,,,,
"[2490] =","Sakri","Maharashtra - Other",,,,,
"[2491] =","Sakti","Chhattisgarh - Other",,,,,
"[2492] =","Salcete","Goa - Other",,,,,
"[2493] =","Salekasa","Maharashtra - Other",,,,,
"[2494] =","Saligrama","Karnataka - Other",,,,,
"[2495] =","Salmari","All over India",,,,,
"[2496] =","Salur","Andhra Pradesh - Other",,,,,
"[2497] =","Samaria","All over India",,,,,
"[1032] =","Samastha","Assam - Other",,,,,
"[2498] =","Samastipur","Bihar - Other",,,,,
"[2499] =","Samathar","All over India",,,,,
"[1033] =","Sambalpur","Chhattisgarh - Other",,,,,
"[2500] =","Sambharlake","Rajasthan - Other",,,,,
"[2501] =","Samual","All over India",,,,,
"[2502] =","Samudrapur","Maharashtra - Other",,,,,
"[1085] =","Sangamner","Maharashtra - Other",,,,,
"[2503] =","Sangareddy","Andhra Pradesh - Other",,,,,
"[2504] =","Sangaria","Rajasthan - Other",,,,,
"[2505] =","Sangole","Maharashtra - Other",,,,,
"[2506] =","Sangrur","Punjab - Other",,,,,
"[2507] =","Sanivarapupeta","Andhra Pradesh - Other",,,,,
"[2508] =","Sankeshwar","Karnataka - Other",,,,,
"[2509] =","Sanosara","Gujarat - Other",,,,,
"[2510] =","Sanquelim","Goa - Other",,,,,
"[2511] =","Sant Ravidasnagar","Uttar Pradesh - Other",,,,,
"[2512] =","Saoli","Maharashtra - Other",,,,,
"[2513] =","Saoner","Maharashtra - Other",,,,,
"[2514] =","Sapatgram","Assam - Other",,,,,
"[2515] =","Saraipali","Chhattisgarh - Other",,,,,
"[1034] =","Saran","Bihar - Other",,,,,
"[2516] =","Sarangarh","Chhattisgarh - Other",,,,,
"[1035] =","Sardar","Rajasthan - Other",,,,,
"[2517] =","Sardarshahr","Rajasthan - Other",,,,,
"[2518] =","Sarisabpahi","All over India",,,,,
"[2519] =","Sarjapur","Karnataka - Other",,,,,
"[2520] =","Sarni","Maharashtra - Other",,,,,
"[2521] =","Sarupathar","Assam - Other",,,,,
"[2522] =","Sarupeta","Assam - Other",,,,,
"[2523] =","Sasaram","Bihar - Other",,,,,
"[2524] =","Sasaula Sabha","All over India",,,,,
"[2525] =","Satana","Maharashtra - Other",,,,,
"[2526] =","Sathebari","Assam - Other",,,,,
"[2527] =","Sathupalli","All over India",,,,,
"[2528] =","Satlasana","All over India",,,,,
"[1036] =","Satna","Madhya Pradesh - Other",,,,,
"[2529] =","Savadatti","Karnataka - Other",,,,,
"[2530] =","Savanur","Karnataka - Other",,,,,
"[2531] =","Savarkundla","Gujarat - Other",,,,,
"[2532] =","Sawai Madhopur","Rajasthan - Other",,,,,
"[2533] =","Sawana","Uttar Pradesh - Other",,,,,
"[844] =","Sawangi","Maharashtra - Other",,,,,
"[2534] =","Sawargaon","Maharashtra - Other",,,,,
"[2535] =","Sedam","Karnataka - Other",,,,,
"[2536] =","Seethanagaram","Andhra Pradesh - Other",,,,,
"[2537] =","Sehore","Madhya Pradesh - Other",,,,,
"[2538] =","Seloo","Maharashtra - Other",,,,,
"[2539] =","Senamura","All over India",,,,,
"[2540] =","Senapati","Maharashtra - Other",,,,,
"[2541] =","Seoni","Madhya Pradesh - Other",,,,,
"[2542] =","Serchhip","Mizoram - Other",,,,,
"[1037] =","Sevagram","Maharashtra - Other",,,,,
"[2543] =","Sevagram Warda","Maharashtra - Other",,,,,
"[2544] =","Shadnagar","Andhra Pradesh - Other",,,,,
"[2545] =","Shahabad","Karnataka - Other",,,,,
"[2546] =","Shahada","Maharashtra - Other",,,,,
"[2547] =","Shahapur","Karnataka - Other",,,,,
"[2548] =","Shahbad Markanda","Haryana - Other",,,,,
"[2549] =","Shahdol","Madhya Pradesh - Other",,,,,
"[2550] =","Shahganj","Uttar Pradesh - Other",,,,,
"[899] =","Shahjahanpur","Uttar Pradesh - Other",,,,,
"[2551] =","Shahmal Khairadeo","All over India",,,,,
"[2552] =","Shajapur","Madhya Pradesh - Other",,,,,
"[2553] =","Shakkarnagar","Andhra Pradesh - Other",,,,,
"[2554] =","Shamlaji","Gujarat - Other",,,,,
"[2555] =","Shamli","Uttar Pradesh - Other",,,,,
"[2556] =","Shankanraryana","Karnataka - Other",,,,,
"[2557] =","Shantinagar","Maharashtra - Other",,,,,
"[2558] =","Sharghati","All over India",,,,,
"[2559] =","Sheema","All over India",,,,,
"[1038] =","Shegaon","Maharashtra - Other",,,,,
"[2560] =","Sheikhpura","Bihar - Other",,,,,
"[2561] =","Shekhoura","All over India",,,,,
"[2562] =","Shendurjana Adhav","All over India",,,,,
"[2563] =","Shendurni","Maharashtra - Other",,,,,
"[2564] =","Sheopurkalan","All over India",,,,,
"[2565] =","Shiddaramappa","Andhra Pradesh - Other",,,,,
"[2566] =","Shidlaghatta","Karnataka - Other",,,,,
"[2567] =","Shigaon","All over India",,,,,
"[2568] =","Shikaripara","Jharkhand - Other",,,,,
"[2569] =","Shikaripur","All over India",,,,,
"[2570] =","Shikohabad","Uttar Pradesh - Other",,,,,
"[2571] =","Shilong","Meghalaya - Other",,,,,
"[2572] =","Shindkheda","All over India",,,,,
"[2573] =","Shingnapur","Maharashtra - Other",,,,,
"[2574] =","Shirahatti","Karnataka - Other",,,,,
"[2575] =","Shirala","Maharashtra - Other",,,,,
"[2576] =","Shiroda","Goa - Other",,,,,
"[1039] =","Shirpur","Maharashtra - Other",,,,,
"[2577] =","Shirur","Maharashtra - Other",,,,,
"[2578] =","Shirva","All over India",,,,,
"[2579] =","Shirval","Maharashtra - Other",,,,,
"[2580] =","Shivajinagar","Andhra Pradesh - Other",,,,,
"[2581] =","Shivaramapally","Andhra Pradesh - Other",,,,,
"[2582] =","Shivpuri","Madhya Pradesh - Other",,,,,
"[2583] =","Shopian","All over India",,,,,
"[2584] =","Shorapur","Karnataka - Other",,,,,
"[2585] =","Shravanabelgola","Karnataka - Other",,,,,
"[2586] =","Shreeramnagar","All over India",,,,,
"[2587] =","Shrigonda","Maharashtra - Other",,,,,
"[2588] =","Shrirampur","Maharashtra - Other",,,,,
"[2589] =","Sibsagar","Assam - Other",,,,,
"[2590] =","Siddapur","Karnataka - Other",,,,,
"[2591] =","Siddipet","Andhra Pradesh - Other",,,,,
"[2592] =","Sidhi","Maharashtra - Other",,,,,
"[2593] =","Sidhpur","Gujarat - Other",,,,,
"[2594] =","Sidhra","All over India",,,,,
"[1040] =","Sidhrawali","Haryana - Other",,,,,
"[2595] =","Sidhudurg","All over India",,,,,
"[2596] =","Sihaval Sidhi","All over India",,,,,
"[2597] =","Sihawa","Chhattisgarh - Other",,,,,
"[866] =","Sikar","Rajasthan - Other",,,,,
"[2598] =","Silapathar","All over India",,,,,
"[188] =","Silchar","Assam - Other",,,,,
"[2599] =","Sillod","Maharashtra - Other",,,,,
"[2600] =","Simbhaoli","Uttar Pradesh - Other",,,,,
"[2601] =","Simdega","Jharkhand - Other",,,,,
"[2602] =","Sindevahi","All over India",,,,,
"[2603] =","Sindgi","Karnataka - Other",,,,,
"[2604] =","Sindhkhed Raja","Maharashtra - Other",,,,,
"[2605] =","Sindhudurg","Maharashtra - Other",,,,,
"[2606] =","Sindhur","All over India",,,,,
"[2607] =","Sindri","Jharkhand - Other",,,,,
"[2608] =","Singhbhum","All over India",,,,,
"[2609] =","Singrauli","Madhya Pradesh - Other",,,,,
"[2610] =","Sinnar","Maharashtra - Other",,,,,
"[2611] =","Sipajha","Assam - Other",,,,,
"[2612] =","Sira","Karnataka - Other",,,,,
"[2613] =","Sirguppa","All over India",,,,,
"[2614] =","Sirmaur","Himachal Pradesh - Other",,,,,
"[1041] =","Sirohi","Rajasthan - Other",,,,,
"[2615] =","Sironcha","Maharashtra - Other",,,,,
"[2616] =","Sironj","Madhya Pradesh - Other",,,,,
"[2617] =","Sirsa","Haryana - Other",,,,,
"[2618] =","Sirsi","Karnataka - Other",,,,,
"[2619] =","Sirugnoor","All over India",,,,,
"[2620] =","Sitamarhi","Bihar - Other",,,,,
"[2621] =","Sitapur","Uttar Pradesh - Other","Uttarakhand",,,,
"[873] =","Sivakasi","Tamil Nadu - Other",,,,,
"[2622] =","Siwan","Bihar - Other",,,,,
"[2623] =","Somanahalli","Karnataka - Other",,,,,
"[2624] =","Somwarpet","Karnataka - Other",,,,,
"[2625] =","Sonai","Maharashtra - Other",,,,,
"[2626] =","Sonamura","Tripura - Other",,,,,
"[2627] =","Sonapur","Maharashtra - Other",,,,,
"[2628] =","Sonari","Assam - Other",,,,,
"[2629] =","Sonbarsa Raj","Bihar - Other",,,,,
"[2630] =","Sonbhadra","Uttar Pradesh - Other",,,,,
"[2632] =","Sonepur","Bihar - Other",,,,,
"[2633] =","Soneswar","All over India",,,,,
"[729] =","Sonitpur","Assam - Other",,,,,
"[2634] =","Sopore","Jammu & Kashmir - Other",,,,,
"[2635] =","Sorab","Karnataka - Other",,,,,
"[1042] =","Sorbhog","Assam - Other",,,,,
"[2636] =","South Arcot","Tamil Nadu - Other",,,,,
"[2637] =","South Coorg","Kerala - Other",,,,,
"[2638] =","Sriganganagar","All over India",,,,,
"[700] =","Srikakulam","Andhra Pradesh - Other",,,,,
"[2639] =","Srikaranpur","All over India",,,,,
"[2640] =","Srimangala","Karnataka - Other",,,,,
"[2641] =","Srinivasapura","Tamil Nadu - Other",,,,,
"[1043] =","Srirangam","Tamil Nadu - Other",,,,,
"[2642] =","Srirangapatna","Karnataka - Other",,,,,
"[2643] =","Srivaikuntam","Tamil Nadu - Other",,,,,
"[2644] =","Srivilliputhur","Tamil Nadu - Other",,,,,
"[2646] =","Srungavarapu Kota","Andhra Pradesh - Other",,,,,
"[2645] =","Srungavarapukota","Andhra Pradesh - Other",,,,,
"[2647] =","Sualkuchi","Assam - Other",,,,,
"[2648] =","Subha Chenga","All over India",,,,,
"[2649] =","Subramanya","Karnataka - Other",,,,,
"[2650] =","Sujangarh","Rajasthan - Other",,,,,
"[2651] =","Sukma","Chhattisgarh - Other",,,,,
"[814] =","Sullia","Karnataka - Other",,,,,
"[2652] =","Sullurpet","Andhra Pradesh - Other",,,,,
"[2653] =","Sultanganj","Bihar - Other","West Bengal",,,,
"[895] =","Sultanpur","Uttar Pradesh - Other",,,,,
"[2654] =","Sundargarh","Orissa - Other",,,,,
"[2655] =","Sundergarh","Orissa - Other",,,,,
"[2656] =","Sundernagar","Himachal Pradesh - Other",,,,,
"[2657] =","Sunkadakatte","Karnataka - Other",,,,,
"[2658] =","Supaul","Rajasthan - Other",,,,,
"[2659] =","Surajgarh","All over India",,,,,
"[2660] =","Surajpur","Chhattisgarh - Other",,,,,
"[2661] =","Suratgarh","Rajasthan - Other",,,,,
"[1044] =","Surathkal","Karnataka - Other",,,,,
"[10243] =","Surendranagar","Gujarat - Other",,,,,
"[10245] =","Suri,Birbhum","West Bengal - Other",,,,,
"[1045] =","Suryapet","Andhra Pradesh - Other",,,,,
"[2725] =","T Kallikulam","Tamil Nadu - Other",,,,,
"[2662] =","Tadepalligudem","Andhra Pradesh - Other",,,,,
"[2663] =","Tadubi","Manipur - Other",,,,,
"[2664] =","Tajpur","Bihar - Other",,,,,
"[2665] =","Takhatpur","Chhattisgarh - Other",,,,,
"[2666] =","Takyel","Manipur - Other",,,,,
"[854] =","Tal","Madhya Pradesh - Other",,,,,
"[2672] =","Tal Ravar","Maharashtra - Other",,,,,
"[2673] =","Tal Sakri","Maharashtra - Other",,,,,
"[2667] =","Talikoti","Karnataka - Other",,,,,
"[2668] =","Tallpady","Karnataka - Other",,,,,
"[2669] =","Talmavale","Maharashtra - Other",,,,,
"[2670] =","Talod","Gujarat - Other",,,,,
"[2671] =","Taloda","Maharashtra - Other",,,,,
"[2674] =","Talwari","Uttarakhand - Other",,,,,
"[2675] =","Tamba","All over India",,,,,
"[1046] =","Tambaram","Tamil Nadu - Other",,,,,
"[2676] =","Tamenglong","Manipur - Other",,,,,
"[2677] =","Tandur","Andhra Pradesh - Other",,,,,
"[2678] =","Tangla","Assam - Other",,,,,
"[2679] =","Tanjavur","Tamil Nadu - Other",,,,,
"[710] =","Tanuku","Andhra Pradesh - Other",,,,,
"[2680] =","Tarahumase","All over India",,,,,
"[1047] =","Tarapur","Madhya Pradesh - Other","Orissa","Maharashtra",,,
"[2681] =","Tarar","All over India",,,,,
"[2682] =","Tardal Bijapur","All over India",,,,,
"[2683] =","Tarihal","Karnataka - Other",,,,,
"[2684] =","Tarikere","Karnataka - Other",,,,,
"[2685] =","Tarlupadu","Andhra Pradesh - Other",,,,,
"[2686] =","Tarwara","Bihar - Other",,,,,
"[2687] =","Tasgaon","Maharashtra - Other",,,,,
"[2688] =","Tehri","Uttarakhand - Other",,,,,
"[2689] =","Tehri Garhwal","Uttarakhand - Other",,,,,
"[2690] =","Tekari","Bihar - Other",,,,,
"[2691] =","Tekkali","Andhra Pradesh - Other",,,,,
"[2692] =","Tendur","All over India",,,,,
"[2693] =","Teosa","Maharashtra - Other",,,,,
"[2694] =","Tezu","Arunachal Pradesh - Other",,,,,
"[2695] =","Thara","Gujarat - Other",,,,,
"[2697] =","The Nilgiris","Orissa - Other",,,,,
"[2696] =","Theni","Tamil Nadu - Other",,,,,
"[1049] =","Thiruchirappalli","Tamil Nadu - Other",,,,,
"[2698] =","Thirukazhukundram","Tamil Nadu - Other",,,,,
"[2699] =","Thirunavalur","All over India",,,,,
"[2700] =","Thiruppanandalll","Tamil Nadu - Other",,,,,
"[2701] =","Thiruvaiyaru","Tamil Nadu - Other",,,,,
"[881] =","Thiruvallur","Tamil Nadu - Other",,,,,
"[1050] =","Thiruvalluvar","All over India",,,,,
"[2702] =","Thiruvalur","All over India",,,,,
"[2703] =","Thiruvarur","Tamil Nadu - Other",,,,,
"[2704] =","Thiruvithancode","Tamil Nadu - Other",,,,,
"[2705] =","Tholayavattam","Tamil Nadu - Other",,,,,
"[875] =","Thoothukudi","Tamil Nadu - Other",,,,,
"[2706] =","Thorapakkam","Tamil Nadu - Other",,,,,
"[2707] =","Thoubal","Manipur - Other",,,,,
"[195] =","Thrissur","Kerala - Other",,,,,
"[10229] =","Thuckalay","Tamil Nadu - Other",,,,,
"[2708] =","Thugaon","Maharashtra - Other",,,,,
"[2709] =","Thumbay","All over India",,,,,
"[2710] =","Tigaon","Haryana - Other",,,,,
"[2711] =","Tihu","Assam - Other",,,,,
"[2712] =","Tikamgarh","Madhya Pradesh - Other",,,,,
"[2713] =","Tikota","Karnataka - Other",,,,,
"[2714] =","Timrani","Madhya Pradesh - Other",,,,,
"[2715] =","Tingkhong","Assam - Other",,,,,
"[2716] =","Tinsukia","Assam - Other",,,,,
"[1051] =","Tiptur","Karnataka - Other",,,,,
"[2717] =","Tirap","Arunachal Pradesh - Other",,,,,
"[2718] =","Tiroda","Maharashtra - Other",,,,,
"[1052] =","Tiruchendur","Tamil Nadu - Other",,,,,
"[1053] =","Tiruchengode","Tamil Nadu - Other",,,,,
"[1054] =","Tiruchirapalli","Tamil Nadu - Other",,,,,
"[2719] =","Tirumangalam","Tamil Nadu - Other",,,,,
"[2720] =","Tiruninravur","Tamil Nadu - Other",,,,,
"[2721] =","Tiruvalengadu","Tamil Nadu - Other",,,,,
"[2722] =","Tiruvannamalai","Tamil Nadu - Other",,,,,
"[2723] =","Tiruvannmalai","Tamil Nadu - Other",,,,,
"[2724] =","Titabar","Assam - Other",,,,,
"[2726] =","Toludur","Tamil Nadu - Other",,,,,
"[2727] =","Tonk","Rajasthan - Other",,,,,
"[2728] =","Toopran","Andhra Pradesh - Other",,,,,
"[2729] =","Tral","All over India",,,,,
"[2730] =","Trimuhanghat Chandauna","All over India",,,,,
"[2731] =","Tuensang","Nagaland - Other",,,,,
"[2732] =","Tukkanatti","Karnataka - Other",,,,,
"[2733] =","Tukum","All over India",,,,,
"[2734] =","Tuljapur","Maharashtra - Other",,,,,
"[2735] =","Tumsar","Maharashtra - Other",,,,,
"[2736] =","Tundla","Uttar Pradesh - Other",,,,,
"[1055] =","Tuni","Andhra Pradesh - Other",,,,,
"[2737] =","Tura","Meghalaya - Other",,,,,
"[2738] =","Turnur","All over India",,,,,
"[2739] =","Turuvekere","Karnataka - Other",,,,,
"[201] =","Tuticorin","Tamil Nadu - Other",,,,,
"[2740] =","Tuvinakere","Karnataka - Other",,,,,
"[2741] =","Udagamandalam","Tamil Nadu - Other",,,,,
"[2742] =","Udayagiri","Orissa - Other",,,,,
"[2743] =","Udgir","Maharashtra - Other",,,,,
"[2744] =","Udhagamandalam","Tamil Nadu - Other",,,,,
"[2745] =","Udhampur","Jammu & Kashmir - Other",,,,,
"[2746] =","Udhamsingh Nagar","Uttarakhand - Other",,,,,
"[2747] =","Ujire","Karnataka - Other",,,,,
"[10235] =","ujjain, m.p.","Madhya Pradesh - Other",,,,,
"[2748] =","Ukhrul","Manipur - Other",,,,,
"[2749] =","Ulga Karwar","Karnataka - Other",,,,,
"[2750] =","Ulhasnagar","Maharashtra - Other",,,,,
